Tempo (s), Saída sensor [-]
283.770;127.000
284.770;127.000
285.771;128.000
286.771;127.000
287.771;127.000
288.771;125.000
289.772;124.000
290.772;122.000
291.772;122.000
292.773;118.000
293.773;118.000
294.773;114.000
295.773;112.000
296.774;110.000
297.774;108.000
298.774;107.000
299.775;105.000
300.775;103.000
301.776;101.000
302.774;98.000
303.775;98.000
304.774;98.000
305.776;94.000
306.776;94.000
307.776;94.000
308.776;91.000
309.776;90.000
310.776;89.000
311.777;89.000
312.777;86.000
313.777;86.000
314.777;87.000
315.777;86.000
316.778;84.000
317.778;84.000
318.778;84.000
319.779;83.000
320.779;82.000
321.779;82.000
322.778;82.000
323.780;82.000
324.780;83.000
325.780;81.000
326.781;82.000
327.781;83.000
328.781;82.000
329.782;81.000
330.782;84.000
331.782;81.000
332.782;81.000
333.782;83.000
334.782;79.000
335.782;83.000
336.783;86.000
337.784;67.000
338.784;84.000
339.783;79.000
340.784;82.000
341.784;81.000
342.784;83.000
343.785;76.000
344.785;82.000
345.785;86.000
346.785;80.000
347.785;81.000
348.786;83.000
349.786;82.000
350.787;84.000
351.786;82.000
352.786;81.000
353.786;82.000
354.788;83.000
355.787;82.000
356.788;83.000
357.788;83.000
358.788;81.000
359.788;82.000
360.789;82.000
361.788;83.000
362.788;82.000
363.789;82.000
364.789;83.000
365.790;80.000
366.790;81.000
367.790;81.000
368.790;81.000
369.791;81.000
370.792;82.000
371.791;83.000
372.792;82.000
373.792;81.000
374.793;81.000
375.793;82.000
376.794;82.000
377.793;82.000
378.794;82.000
379.793;82.000
380.794;83.000
381.794;82.000
382.794;83.000
383.794;81.000
384.795;83.000
385.796;81.000
386.795;82.000
387.795;82.000
388.795;81.000
389.796;82.000
390.796;82.000
