Tempo (s), Saída sensor [-]
1.688;265.000
2.687;265.000
3.688;266.000
4.688;264.000
5.688;265.000
6.688;265.000
7.689;266.000
8.689;265.000
9.689;264.000
10.690;265.000
11.690;266.000
12.690;265.000
13.690;265.000
14.691;265.000
15.692;265.000
16.692;265.000
17.692;266.000
18.693;266.000
19.692;266.000
20.693;265.000
21.693;264.000
22.694;265.000
23.694;266.000
24.694;265.000
25.694;264.000
26.695;265.000
27.695;265.000
28.695;265.000
29.696;265.000
30.696;265.000
31.696;266.000
32.697;265.000
33.697;266.000
34.697;259.000
35.698;266.000
36.698;265.000
37.698;264.000
38.698;266.000
39.699;264.000
40.699;265.000
41.699;268.000
42.699;266.000
43.700;262.000
44.700;266.000
45.700;276.000
46.701;264.000
47.701;264.000
48.701;262.000
49.701;262.000
50.701;261.000
51.702;258.000
52.702;258.000
53.703;253.000
54.702;255.000
55.703;254.000
56.704;255.000
57.703;250.000
58.704;251.000
59.704;247.000
60.704;244.000
61.705;243.000
62.705;240.000
63.705;239.000
64.706;237.000
65.706;233.000
66.707;232.000
67.706;232.000
68.707;229.000
69.707;229.000
70.708;225.000
71.708;226.000
72.708;224.000
73.709;223.000
74.709;223.000
75.709;222.000
76.710;221.000
77.710;221.000
78.710;221.000
79.710;220.000
80.710;220.000
81.710;221.000
82.711;219.000
83.712;221.000
84.712;221.000
85.714;218.000
86.712;220.000
87.713;219.000
88.713;220.000
89.714;220.000
90.714;219.000
91.714;219.000
92.714;218.000
93.715;221.000
94.715;221.000
95.715;220.000
96.715;220.000
97.716;220.000
98.716;220.000
99.716;221.000
100.717;219.000
101.717;220.000
102.717;220.000
103.717;219.000
104.718;219.000
105.718;220.000
106.718;220.000
107.718;219.000
108.719;220.000
109.719;220.000
110.719;219.000
111.719;219.000
112.720;220.000
113.720;221.000
114.720;219.000
115.721;220.000
116.721;219.000
117.721;220.000
118.721;220.000
119.722;221.000
120.722;219.000
121.723;221.000
122.723;220.000
123.723;219.000
124.723;220.000
125.724;220.000
126.724;219.000
127.724;219.000
128.725;220.000
129.725;219.000
130.725;221.000
131.726;219.000
132.726;218.000
133.726;218.000
134.727;212.000
135.727;210.000
136.727;210.000
137.727;207.000
138.728;206.000
139.728;203.000
140.729;199.000
141.728;197.000
142.728;193.000
143.729;189.000
144.729;188.000
145.729;186.000
146.730;184.000
147.730;183.000
148.731;181.000
149.731;180.000
150.731;179.000
151.731;178.000
152.732;178.000
153.732;177.000
154.732;176.000
155.733;176.000
156.732;175.000
157.733;174.000
158.734;174.000
159.734;174.000
160.734;176.000
161.737;174.000
162.734;173.000
163.734;173.000
164.735;174.000
165.735;174.000
166.735;174.000
167.736;174.000
168.736;173.000
169.737;173.000
170.737;173.000
171.737;174.000
172.738;175.000
173.738;171.000
174.738;173.000
175.738;171.000
176.738;173.000
177.739;171.000
178.739;173.000
179.739;173.000
180.739;172.000
181.740;172.000
182.740;172.000
183.740;172.000
184.740;173.000
185.741;172.000
186.742;174.000
187.741;171.000
188.742;171.000
189.742;173.000
190.742;172.000
191.743;172.000
192.744;171.000
193.744;171.000
194.744;172.000
195.744;171.000
196.744;171.000
197.745;171.000
198.745;172.000
199.745;172.000
200.746;174.000
201.746;173.000
202.746;172.000
203.747;171.000
204.747;171.000
205.747;171.000
206.748;171.000
207.748;172.000
208.748;172.000
209.748;172.000
210.748;173.000
211.749;171.000
212.749;172.000
213.750;169.000
214.750;166.000
215.750;164.000
216.750;163.000
217.751;159.000
218.751;159.000
219.752;156.000
220.752;153.000
221.752;150.000
222.752;147.000
223.752;147.000
224.753;144.000
225.753;141.000
226.754;140.000
227.754;137.000
228.754;134.000
229.754;133.000
230.754;131.000
231.755;131.000
232.754;128.000
233.756;127.000
234.756;128.000
235.756;128.000
236.756;128.000
237.757;127.000
238.757;128.000
239.757;127.000
240.757;126.000
241.757;127.000
242.758;127.000
243.759;128.000
244.758;128.000
245.758;128.000
246.760;127.000
247.759;127.000
248.759;128.000
249.760;128.000
250.761;128.000
251.761;127.000
252.761;127.000
253.761;127.000
254.762;129.000
255.761;128.000
256.762;127.000
257.763;127.000
258.762;127.000
259.763;127.000
260.763;127.000
261.764;126.000
262.764;126.000
263.764;127.000
264.764;127.000
265.764;128.000
266.765;127.000
267.765;127.000
268.766;128.000
269.766;127.000
270.767;128.000
271.767;127.000
272.767;128.000
273.767;128.000
274.767;127.000
275.768;128.000
276.768;127.000
277.768;127.000
278.769;128.000
279.769;128.000
280.769;127.000
281.769;127.000
282.770;128.000
